"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"2011-10-01 00:00:00",4,0,0,1,20.5,24.24,63,26.0027,24,106,130
"2011-10-01 01:00:00",4,0,0,1,19.68,23.485,67,22.0028,11,47,58
"2011-10-01 02:00:00",4,0,0,1,18.86,22.725,63,27.9993,21,46,67
"2011-10-01 03:00:00",4,0,0,1,18.86,22.725,59,27.9993,8,17,25
"2011-10-01 04:00:00",4,0,0,1,18.04,21.97,58,27.9993,2,6,8
"2011-10-01 05:00:00",4,0,0,2,18.04,21.97,62,19.9995,1,4,5
"2011-10-01 06:00:00",4,0,0,1,17.22,21.21,67,22.0028,4,15,19
"2011-10-01 07:00:00",4,0,0,3,17.22,21.21,67,16.9979,6,30,36
"2011-10-01 08:00:00",4,0,0,2,16.4,20.455,76,22.0028,9,58,67
"2011-10-01 09:00:00",4,0,0,3,16.4,20.455,82,23.9994,17,112,129
"2011-10-01 10:00:00",4,0,0,3,16.4,20.455,76,23.9994,21,100,121
"2011-10-01 11:00:00",4,0,0,3,15.58,19.695,82,22.0028,30,102,132
"2011-10-01 12:00:00",4,0,0,2,16.4,20.455,82,16.9979,28,130,158
"2011-10-01 13:00:00",4,0,0,2,16.4,20.455,82,22.0028,27,98,125
"2011-10-01 14:00:00",4,0,0,2,17.22,21.21,71,23.9994,33,147,180
"2011-10-01 15:00:00",4,0,0,2,17.22,21.21,71,19.0012,41,154,195
"2011-10-01 16:00:00",4,0,0,2,16.4,20.455,76,19.9995,58,165,223
"2011-10-01 17:00:00",4,0,0,3,16.4,20.455,76,12.998,58,170,228
"2011-10-01 18:00:00",4,0,0,3,15.58,19.695,87,15.0013,23,117,140
"2011-10-01 19:00:00",4,0,0,2,15.58,19.695,82,12.998,27,99,126
"2011-10-01 20:00:00",4,0,0,3,14.76,18.18,87,7.0015,8,58,66
"2011-10-01 21:00:00",4,0,0,3,14.76,18.18,87,7.0015,3,53,56
"2011-10-01 22:00:00",4,0,0,2,14.76,17.425,93,15.0013,12,58,70
"2011-10-01 23:00:00",4,0,0,3,14.76,17.425,93,15.0013,8,57,65
"2011-10-02 00:00:00",4,0,0,3,14.76,16.665,93,19.9995,4,43,47
"2011-10-02 01:00:00",4,0,0,3,13.94,15.91,87,16.9979,1,23,24
"2011-10-02 02:00:00",4,0,0,3,13.94,15.15,87,19.9995,3,27,30
"2011-10-02 03:00:00",4,0,0,3,13.94,15.91,87,19.0012,4,5,9
